log_number,X_uuid,cluster_location_id,date_assessment,governorate_mcna_r,district_mcna,enumerator_num,question.name,issue,action,changed,old.value,Translation,new.value,flag_index
21012,5b1a7706-6839-485f-b2b4-898528a2caf0,31725,8/25/2020 0:00,NA,daquq,64,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,شرطي في البيشمركة,policeman,employment,11
21013,5d9a0ba2-127a-4f14-ace4-4c6e7990ec6b,31725,8/25/2020 0:00,NA,daquq,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موضف كحومي,An employee in the public sector,employment,11
21014,fc6b5113-cc84-43b5-84e7-959776b58598,31725,8/25/2020 0:00,NA,daquq,64,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف لدى الماء والمجاري,An employee in the Director of waste water,employment,11
21015,b302c390-60c9-4944-9f2e-8a99bf7fe11b,31725,8/25/2020 0:00,NA,daquq,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موضف,an employee,employment,11
21016,71631cc1-8691-4344-9e35-ee8c0da1c159,31725,8/25/2020 0:00,NA,daquq,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موضف حكومي,An employee in the public sector,employment,11
21017,452527ca-dc66-4c2d-9aff-697e5de9d240,31725,8/25/2020 0:00,NA,daquq,64,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف لدى الصحة,An employee in the Director of health,employment,11
21018,36c0881a-79e9-4f89-b53a-5d493fd0020e,31725,8/25/2020 0:00,NA,daquq,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,بيشمركة,Peshmarga ( Soldier ),employment,11
21019,c5ab4a9d-1bbf-4d31-9549-b0d9f897ddf5,31726,9/7/2020 0:00,NA,kirkuk,62,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,معلم,teacher,employment,11
21020,c5ab4a9d-1bbf-4d31-9549-b0d9f897ddf5,31726,9/7/2020 0:00,NA,kirkuk,62,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,معلم,teacher,employment,11
21021,08857c2f-aabc-47a9-8971-6e065ef267c2,31726,9/7/2020 0:00,NA,kirkuk,64,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف لدى وزارة النفط,An employee  is working in the Ministry of oil,employment,11
21022,08857c2f-aabc-47a9-8971-6e065ef267c2,31726,9/7/2020 0:00,NA,kirkuk,64,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف لدى وزارة النفط,An employee  is working in the Ministry of oil,employment,11
21023,df6a1ca6-d410-4dc2-aae5-1e7e96d124e0,31726,9/7/2020 0:00,NA,kirkuk,64,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,مندوب مبيعات, Sales representative,employment,11
21024,df6a1ca6-d410-4dc2-aae5-1e7e96d124e0,31726,9/7/2020 0:00,NA,kirkuk,64,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,مندوب مبيعات, Sales representative,employment,11
21025,c08e844a-050a-47e9-844d-781d7b474314,33384,9/6/2020 0:00,NA,dibis,64,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,منتسب في البيشمركه,Peshmarga ( Soldier ),employment,11
21026,2d9317ab-516f-457b-91a5-b82187384aa8,33476,8/25/2020 0:00,NA,daquq,62,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,نفقة من الزوج, Divorce expense from the husband,social_service,11
21027,6359b57f-6725-4a49-88b7-735ed18dc218,33476,8/25/2020 0:00,NA,daquq,62,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,منتسب في الجيش,soldier,employment,11
21028,85505d30-0e44-4837-8888-5a670d46425e,33476,8/25/2020 0:00,NA,daquq,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,عسكري, Soldier,employment,11
21029,8b10c55b-274f-48b1-a157-a5459102ce07,33477,8/24/2020 0:00,NA,daquq,62,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف في الشرطه,policeman,employment,11
21030,8b10c55b-274f-48b1-a157-a5459102ce07,33477,8/24/2020 0:00,NA,daquq,62,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف في الشرطه,policeman,employment,11
21031,d845e291-1cd9-4082-8e25-240b17bcd4a2,33477,8/24/2020 0:00,NA,daquq,62,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف في الشرطه,policeman,employment,11
21032,d845e291-1cd9-4082-8e25-240b17bcd4a2,33477,8/24/2020 0:00,NA,daquq,62,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف في الشرطه,policeman,employment,11
21048,NA,NA,2/9/2020 0:00,NA,NA,2,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,عمل حراسه مع منظمة غير حكوميه,watch man with a NGO,employment,11
21060,NA,NA,2/9/2020 0:00,NA,NA,4,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,عمل خياطة,tailor,employment,11
21063,NA,NA,2/9/2020 0:00,NA,NA,4,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف حكومي,An employee in the public sector,employment,11
21090,91499ceb-cf6d-4f18-ae79-849cc37ab2e6,NA,8/15/2020 0:00,NA,ana,112,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,فلاح,farmer,employment,11
21091,5050d072-6258-45e0-85e7-d5aeb567f611,NA,8/15/2020 0:00,NA,ana,112,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف,an employee,employment,11
21112,a4df7250-f7e7-42a6-bc0d-500c9cfd9e19,NA,8/15/2020 0:00,NA,ana,112,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,فلاح,farmer,employment,11
21280,df9d0718-20ba-4a93-b140-953fc92262ca,NA,8/9/2020 0:00,NA,tikrit,112,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,راتب مطلقه, Divorce expense from the husband,social_service,11
21321,0b93fb1a-cc25-4859-931d-8fe22d1a9484,NA,8/5/2020 0:00,NA,sinjar,112,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,حشد الايزيديه,Ezidan Hashed,employment,11
21468,NA,NA,NA,NA,NA,120,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,راتب حكومي,Salary from the governmemt,employment,11
21693,NA,NA,NA,NA,NA,115,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,راتب من الحكومة المركزية,Salary from the governmemt,employment,11
21697,NA,NA,NA,NA,NA,115,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,راتب من حكومة المركزية,Salary from the governmemt,employment,11
21809,f5a864ca-a3aa-442e-a116-684b8d0aa686,NA,8/9/2020 0:00,NA,tikrit,112,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,خبازه,Baker,employment,11
21929,NA,NA,1/9/2020 0:00,NA,NA,2,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,محاضر في المدسه يتم دفع سنوي,"Volunteer as teacher at school (they pay for him amount of money every few months onceaccording to how many hours he taught , not every month as the formal teachers )",employment,11
21936,NA,NA,2/9/2020 0:00,NA,NA,5,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,العمل مع منظمه,working with NGOs,employment,11
21944,NA,NA,3/9/2020 0:00,NA,NA,4,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف شرطة,policeman,employment,11
21945,NA,NA,3/9/2020 0:00,NA,NA,4,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,سايق تكسي,Taxi driver,employment,11
21957,39d63089-6823-4c49-971b-28f8a76f1036,NA,8/14/2020 0:00,NA,al.kadhmiyah,112,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,منتسب وزاره الداخليه,An employee  is working in the Ministry of Interior,employment,11
21968,NA,NA,6/9/2020 0:00,NA,NA,4,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف عسكري,soldier,employment,11
22044,1ac4b98f-455d-40bf-9368-0003f7d890ee,NA,8/11/2020 0:00,NA,telafar,112,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,حارس ليلي في السوق,watch man ,employment,11
22045,44227ff5-0a96-4e41-b18a-64f42952a21c,NA,8/11/2020 0:00,NA,telafar,112,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف بوزاره التربية,An employee with Director of Education,employment,11
22046,9a17bd2a-b922-47a9-82fe-966e5bb92e58,NA,9/16/2020 0:00,NA,al.hatra,112,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,منتسب وزارة الداخلية,An employee  is working in the Ministry of Interior,employment,11
22188,354c3640-bf12-48db-9636-2a5d5bc97cf0,NA,9/20/2020 0:00,NA,tilkaef,112,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,منتسب بحمايه الشخصيات,Security member,employment,11
22765,5d479c2b-a30f-4d0e-9e15-a516c42a1393,NA,9/16/2020 0:00,NA,al.hatra,112,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,منتسب وزاره الداخلية,An employee  is working in the Ministry of Interior,employment,11
22839,NA,NA,NA,NA,NA,115,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,راتب من الحكومة المركزية,Salary from the governmemt,employment,11
23323,NA,NA,NA,NA,NA,120,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,راتب حكومي,Salary from the governmemt,employment,11
23449,NA,NA,NA,NA,NA,116,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,لديه بستان خضار,working in  a orchard for planting vegetables,employment,11
23475,NA,NA,2/1/2015 0:00,NA,NA,4,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,سايق تكسي,Taxi driver,employment,11
23505,NA,NA,1/1/2015 0:00,NA,NA,4,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف عسكري, Soldier,employment,11
34106,d3b95224-9ecc-4acb-aee5-289ee6e0c0a2,8800,8/11/2020 0:00,NA,sumail,98,info_aid_other,Flag if info_aid_other is not NA,Translate,NA,معلومات عن المفقودين,information about the missing persons,missing persons,13
34107,8d3f683d-cfd9-4d6a-abc3-143b7a217a9e,20790,8/18/2020 0:00,NA,erbil,120,info_aid_other,Flag if info_aid_other is not NA,Translate,NA,المساعده الماليه,cash money,aid,13
34108,6d01d2a9-c036-4c3e-b631-464b84e2d066,21899,8/17/2020 0:00,NA,erbil,1,info_aid_other,Flag if info_aid_other is not NA,Translate,NA,مساعدات الماليه,cash money,aid,13
34109,ff76e02b-eaf9-414f-89dc-2b9011867bdc,27199,8/22/2020 0:00,NA,rawanduz,120,info_aid_other,Flag if info_aid_other is not NA,Translate,NA,مبلغ مالي,cash money,aid,13
34110,6fdf4984-6dd0-48fc-b3ed-69221ab413e1,32033,8/6/2020 0:00,NA,zakho,87,info_aid_other,Flag if info_aid_other is not NA,Translate,NA,معلومات عن اماكن التسجيل و توزيع المساعدات الانسانية من المنظمات والمؤسسات والجهات الانسانية .,information about registering and getting assistant aids from NGOs and humanitarians agencies,aid,13
36659,606f3f23-ae87-4739-810c-6bc0a117825c,7945,7/27/2020 0:00,NA,duhok,87,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,وسائل التواصل الاجتماعية .tv,Socail Media and T.V,social media,14
36661,8c11e681-ef67-446d-9cdc-00ffa856e58e,14530,7/27/2020 0:00,NA,kirkuk,63,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,لايوجد,no answer,NA,14
36735,NA,NA,NA,NA,NA,18,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,لا اتلقى معلومات,I don't get any information,lacking information,14
36899,NA,NA,NA,NA,NA,118,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,لا احصل على معلومات,I don't get any information,lacking information,14
36926,NA,NA,NA,NA,NA,82,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,لا اريد تلقي المعلومات,I don't get any information,lacking information,14
37319,NA,NA,NA,NA,NA,115,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,لا يعلم اي شي عن منطقة,I don't  want to get any information,lacking information,14
37955,NA,NA,NA,NA,NA,18,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,لا اتلقى معلومات,I don't get any information,lacking information,14
38108,NA,NA,NA,NA,NA,116,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,لا اعلم اي شي مجرد انه المنطقة متضررة,I don't know any thing except that our area is damaged,lacking information,14
38832,NA,NA,NA,NA,NA,115,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,لايعلم اي معلومات و لكن علم من تلفاز,only from T .V,tv,14
38843,NA,NA,NA,NA,NA,117,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,تواصل الاجتماعي,social Media,social media,14
38894,NA,NA,NA,NA,NA,115,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,لا يريد معرفة معلومات عن منطقة او لا يعلم معلونات حاليأ,he doesn't want any information about his areaand don't have any information about it .,lacking information,14
38928,NA,NA,NA,NA,NA,118,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,التلفاز,Television,tv,14
39301,a6d64717-da0c-40fc-a377-e095c72ea639,NA,7/28/2020 0:00,NA,al.sulaymaniyah,33,aid_not_satisfied_other,Flag if aid_not_satisfied_other is not NA,Translate,NA,انتهاء صلاحية المواد,the items have been expiry,quality,16
40072,NA,NA,NA,NA,NA,2,aid_not_satisfied_other,Flag if aid_not_satisfied_other is not NA,Translate,NA,بحاجه الى صرف نقدي,cash money,type,16
40104,NA,NA,1/9/2020 0:00,NA,NA,2,aid_not_satisfied_other,Flag if aid_not_satisfied_other is not NA,Translate,NA,صرف نقدي افصل,cash money,type,16
7,702af26d-0d06-44a1-920e-19f51cc91f02,12277,9/17/2020 0:00,NA,rawanduz,126,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,There is n't any school for IDP here in this area .,,cannot_go_physically,1
8,90fb6e0e-1156-4806-a3c8-5b1d4796ec27,12277,9/17/2020 0:00,NA,rawanduz,126,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,No schools here for IDPs,,cannot_go_physically,1
9,983cfb53-646f-47fd-a377-f467b8917a18,12826,8/17/2020 0:00,NA,erbil,8,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,He suffers from Autism,,cannot_go_physically,1
32,428550ec-68be-472f-bfec-8ff34742dea4,17049,8/11/2020 0:00,NA,al.shikhan,93,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,They are still kids for enjoing to school,,NA,1
34,dfd9cc0a-2e54-4fe6-8de1-a71e347b6954,17333,8/7/2020 0:00,NA,al.shikhan,94,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Healthy problem,,cannot_go_physically,1
37,e35e65a2-522c-483e-aa1b-504658969709,17734,8/9/2020 0:00,NA,aqra,93,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,He is still kid,,NA,1
46,b633769f-5d1b-407c-8db8-4c5f731d11d0,21971,7/28/2020 0:00,NA,duhok,94,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,They will go on next year,,NA,1
47,dd6baed6-b6b9-4c49-896d-6c28a728f670,23711,7/29/2020 0:00,NA,duhok,94,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Healthy  problem,,cannot_go_physically,1
50,a9ade598-74ab-448d-b87c-7e1c0029f579,24580,8/10/2020 0:00,NA,aqra,93,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,They are still kids under 7 years,,NA,1
60,035eabc8-1064-41df-aaa4-d2f280e7d18b,27198,8/22/2020 0:00,NA,rawanduz,126,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,There aren't any school for IDP here and can't go to kurdish school because of different language.,,curriculum,1
65,b313447d-c075-48e7-a2d3-d1a21f0c0f1a,32028,8/6/2020 0:00,NA,zakho,94,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,She will go on next year,,NA,1
127,2572f4d3-bff4-473f-89b1-329ccafbeae5,NA,8/13/2020 0:00,NA,rania,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
139,51462ed5-312d-4fe3-8ece-180c0bbbb2b3,NA,7/21/2020 0:00,NA,al.sulaymaniyah,3,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,baebe,,NA,1
140,5ed86948-ce35-46b4-9338-a47414b24e61,NA,7/21/2020 0:00,NA,chamchamal,3,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,babe,,NA,1
149,7cb36585-0b55-4410-a54e-1513c103c9ec,NA,7/29/2020 0:00,NA,chamchamal,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,babe,,NA,1
233,NA,NA,NA,NA,NA,33,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
265,d04c28ad-5484-4884-b586-fe9a2d48d98b,NA,7/30/2020 0:00,NA,derbendikhan,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,baebe,,NA,1
402,2d180e11-fe32-46b5-9b17-58eb91767cfd,NA,8/6/2020 0:00,NA,dokan,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,baebe,,NA,1
403,5259c00b-8db5-47c7-902b-0ce7eb0866df,NA,8/6/2020 0:00,NA,dokan,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baebe,,NA,1
779,NA,NA,NA,NA,NA,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
780,NA,NA,NA,NA,NA,33,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,He iz Sick,,cannot_go_physically,1
782,NA,NA,NA,NA,NA,33,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
804,871c383e-933a-4116-b7c5-2fdb8012cd62,NA,8/9/2020 0:00,NA,halabcha,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,baby,,NA,1
805,fd06079b-4620-4764-bdaf-6b71eb5f030c,NA,8/9/2020 0:00,NA,halabcha,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
912,NA,NA,NA,NA,NA,33,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
917,NA,NA,NA,NA,NA,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
983,NA,NA,NA,NA,NA,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
988,99ae6140-2bfa-4611-a962-bb2e8f51189e,NA,8/10/2020 0:00,NA,halabcha,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
1100,55da6bb2-9a68-4352-a3fc-0ad8fa1b83fc,NA,8/15/2020 0:00,NA,rania,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
1105,486fc69a-2596-4968-9c62-49ef19fda4e3,NA,8/11/2020 0:00,NA,kalar,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
1252,92a49df6-a135-4c23-9a86-025426009126,NA,8/18/2020 0:00,NA,koysinjaq,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
1467,NA,NA,NA,NA,NA,93,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Still kids,,NA,1
2005,ae988c37-16ad-4630-a7f0-cf9da522a2e5,NA,8/19/2020 0:00,NA,rania,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
2114,NA,NA,NA,NA,NA,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
2120,ff36eeed-971e-4b13-9151-7fff30e1c626,NA,8/19/2020 0:00,NA,rania,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baybe,,NA,1
2171,NA,NA,NA,NA,NA,93,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,They are still kids,,NA,1
2305,NA,NA,NA,NA,NA,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
2387,NA,NA,NA,NA,NA,93,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Still kids,,NA,1
2410,NA,NA,NA,NA,NA,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
2411,NA,NA,NA,NA,NA,33,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,baby,,NA,1
2517,NA,NA,NA,NA,NA,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
2576,NA,NA,NA,NA,NA,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,baby,,NA,1
2578,NA,NA,NA,NA,NA,35,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,Baby,,NA,1
2659,8d73a0b0-79b5-44aa-92be-5a4e9a2030f3,17333,8/7/2020 0:00,NA,al.shikhan,83,employment_primary_barriers_other,Flag if employment_primary_barriers_other is not NA,Translate,NA,since they are studying,,NA,2
2660,57a02379-08d2-4931-8767-c4d9e8e58f9c,23742,8/19/2020 0:00,NA,shaqlawa,126,employment_primary_barriers_other,Flag if employment_primary_barriers_other is not NA,Translate,NA,The bad health situation of the father who can't work,,cannot_go_physically,2
2661,4748da9e-704d-4b41-a082-84c1e50e1aa6,32031,8/6/2020 0:00,NA,zakho,98,employment_primary_barriers_other,Flag if employment_primary_barriers_other is not NA,Translate,NA,Becouse of COVID 19,,NA,2
3477,NA,NA,NA,NA,NA,35,employment_primary_barriers_other,Flag if employment_primary_barriers_other is not NA,Translate,NA,Sick,,cannot_go_physically,2
18285,0e7cd073-9d7d-4805-981e-aedd2fa9a6a6,8369,7/30/2020 0:00,NA,sumail,87,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,Refrigerator,,refrigerator,9
18333,e08dcbc9-9cea-4903-b4a0-2397c1ec16b8,17051,8/13/2020 0:00,NA,al.shikhan,87,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,Refrigerator,,refrigerator,9
18336,6a6ceac0-cc49-437d-810e-848c161a1297,17333,8/7/2020 0:00,NA,al.shikhan,87,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,Refrigerator,,refrigerator,9
18340,08dac203-361f-4d53-91ac-153e1827d9bc,17734,8/9/2020 0:00,NA,aqra,83,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,carpet,,carpet,9
18373,059852ba-964d-42a3-9156-3e6d13577f93,25622,7/30/2020 0:00,NA,sumail,94,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,Freezer,,refrigerator,9
18374,46901929-d4d5-4c93-a09b-6b22bbb6a7ed,25622,7/30/2020 0:00,NA,sumail,94,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,Refrigrat,,refrigerator,9
18723,NA,NA,NA,NA,NA,87,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,Refrigerator,,refrigerator,9
18922,NA,NA,NA,NA,NA,87,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,Tv ..,,TV,9
19022,NA,NA,NA,NA,NA,87,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,Fridge,,refrigerator,9
19392,NA,NA,NA,NA,NA,94,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,Fridge,,refrigerator,9
20315,NA,NA,NA,NA,NA,87,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,Refrigerator,,refrigerator,9
20408,NA,NA,NA,NA,NA,83,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,washing machine,,washing machine,9
20642,NA,NA,NA,NA,NA,87,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,Refrigerator,,refrigerator,9
20708,NA,NA,NA,NA,NA,83,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,washing machine,,washing machine,9
21639,NA,NA,NA,NA,NA,93,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,government cash assistance (unemployment),,modm_cash_assistance,11
36658,69a45aca-663a-43dc-a4bc-9c7b61e4655b,7945,7/27/2020 0:00,NA,duhok,95,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,Tv,,news,14
36660,4ccf5e92-066e-4f67-81b2-ad3b817f2eba,8369,7/30/2020 0:00,NA,sumail,95,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,Tv,,news,14
36662,c167211e-c7b4-4451-8500-4954dc68e684,24628,7/29/2020 0:00,NA,duhok,95,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,Tv,,news,14
36663,b4a06aca-6724-4e02-b464-2450505d88dd,24628,7/29/2020 0:00,NA,duhok,95,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,Tv,,news,14
37116,NA,NA,NA,NA,NA,83,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,internet,,internet,14
37119,NA,NA,NA,NA,NA,83,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,no one,,none,14
38291,NA,NA,NA,NA,NA,83,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,no one,,none,14
38628,NA,NA,NA,NA,NA,83,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,no one,,none,14
38631,NA,NA,NA,NA,NA,83,info_provider_other,Flag if info_provider_other is not NA,Translate,NA,no one,,none,14
39211,a2f90bcf-ab18-45f7-881b-33b7157dd71f,12948,8/20/2020 0:00,NA,shaqlawa,126,aid_not_satisfied_other,Flag if aid_not_satisfied_other is not NA,Translate,NA,For no one of the NGO or the government provide but it was a support from the people in this city to help the IDP during the curfew which was because of covid -19,,NA,16
39212,36a78995-a8d5-4169-a71c-4ea59fd6be75,12948,8/20/2020 0:00,NA,shaqlawa,126,aid_not_satisfied_other,Flag if aid_not_satisfied_other is not NA,Translate,NA,It was provided by the people here not by the NGOs or goverment.,,NA,16
39213,ca0ba9e4-7168-4a39-8960-cb61f8c5c11d,12948,8/20/2020 0:00,NA,shaqlawa,126,aid_not_satisfied_other,Flag if aid_not_satisfied_other is not NA,Translate,NA,It was provide by the people here not by the government or any of NGO,,NA,16
